,STATISTIC,STATISTIC Label,TLIST(M1),Month,C02431V02938,Meteorological Weather Station,UNIT,VALUE
8326,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200404,2004M04,2,Birr,Knots,40.0
8327,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200404,2004M04,3,Valentia Observatory,Knots,52.0
8328,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200404,2004M04,4,Casement,Knots,49.0
8330,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200404,2004M04,6,Clones,Knots,45.0
8331,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200404,2004M04,7,Cork airport,Knots,45.0
8332,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200404,2004M04,8,Dublin airport,Knots,49.0
8334,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200404,2004M04,10,Kilkenny,Knots,46.0
8335,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200404,2004M04,11,Malin head,Knots,63.0
8336,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200404,2004M04,12,Mullingar,Knots,40.0
8338,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200404,2004M04,14,Rosslare,Knots,58.0
8339,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200404,2004M04,15,Shannon airport,Knots,42.0
8340,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200405,2004M05,1,Belmullet,Knots,63.0
8341,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200405,2004M05,2,Birr,Knots,41.0
8342,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200405,2004M05,3,Valentia Observatory,Knots,63.0
8343,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200405,2004M05,4,Casement,Knots,38.0
8345,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200405,2004M05,6,Clones,Knots,35.0
8346,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200405,2004M05,7,Cork airport,Knots,53.0
8347,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200405,2004M05,8,Dublin airport,Knots,35.0
8349,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200405,2004M05,10,Kilkenny,Knots,43.0
8350,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200405,2004M05,11,Malin head,Knots,45.0
8351,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200405,2004M05,12,Mullingar,Knots,33.0
8353,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200405,2004M05,14,Rosslare,Knots,43.0
8354,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200405,2004M05,15,Shannon airport,Knots,52.0
8355,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200406,2004M06,1,Belmullet,Knots,46.0
8356,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200406,2004M06,2,Birr,Knots,36.0
8357,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200406,2004M06,3,Valentia Observatory,Knots,41.0
8358,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200406,2004M06,4,Casement,Knots,41.0
8360,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200406,2004M06,6,Clones,Knots,34.0
8361,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200406,2004M06,7,Cork airport,Knots,41.0
8362,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200406,2004M06,8,Dublin airport,Knots,46.0
8364,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200406,2004M06,10,Kilkenny,Knots,33.0
8365,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200406,2004M06,11,Malin head,Knots,45.0
8366,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200406,2004M06,12,Mullingar,Knots,30.0
8368,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200406,2004M06,14,Rosslare,Knots,45.0
8369,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200406,2004M06,15,Shannon airport,Knots,37.0
8370,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200407,2004M07,1,Belmullet,Knots,36.0
8371,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200407,2004M07,2,Birr,Knots,29.0
8372,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200407,2004M07,3,Valentia Observatory,Knots,32.0
8373,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200407,2004M07,4,Casement,Knots,32.0
8375,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200407,2004M07,6,Clones,Knots,31.0
8376,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200407,2004M07,7,Cork airport,Knots,34.0
8377,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200407,2004M07,8,Dublin airport,Knots,35.0
8378,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200407,2004M07,9,Galway,Knots,35.0
8379,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200407,2004M07,10,Kilkenny,Knots,30.0
8380,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200407,2004M07,11,Malin head,Knots,38.0
8381,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200407,2004M07,12,Mullingar,Knots,29.0
8383,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200407,2004M07,14,Rosslare,Knots,45.0
8384,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200407,2004M07,15,Shannon airport,Knots,34.0
8385,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200408,2004M08,1,Belmullet,Knots,47.0
8386,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200408,2004M08,2,Birr,Knots,35.0
8387,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200408,2004M08,3,Valentia Observatory,Knots,52.0
8388,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200408,2004M08,4,Casement,Knots,37.0
8390,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200408,2004M08,6,Clones,Knots,35.0
8391,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200408,2004M08,7,Cork airport,Knots,40.0
8392,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200408,2004M08,8,Dublin airport,Knots,37.0
8394,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200408,2004M08,10,Kilkenny,Knots,30.0
8395,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200408,2004M08,11,Malin head,Knots,47.0
8396,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200408,2004M08,12,Mullingar,Knots,28.0
8398,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200408,2004M08,14,Rosslare,Knots,38.0
8399,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200408,2004M08,15,Shannon airport,Knots,40.0
8400,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200409,2004M09,1,Belmullet,Knots,62.0
8401,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200409,2004M09,2,Birr,Knots,39.0
8402,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200409,2004M09,3,Valentia Observatory,Knots,47.0
8403,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200409,2004M09,4,Casement,Knots,45.0
8405,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200409,2004M09,6,Clones,Knots,40.0
8406,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200409,2004M09,7,Cork airport,Knots,45.0
8407,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200409,2004M09,8,Dublin airport,Knots,45.0
8409,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200409,2004M09,10,Kilkenny,Knots,38.0
8410,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200409,2004M09,11,Malin head,Knots,57.0
8411,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200409,2004M09,12,Mullingar,Knots,35.0
8413,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200409,2004M09,14,Rosslare,Knots,51.0
8414,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200409,2004M09,15,Shannon airport,Knots,52.0
8415,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200410,2004M10,1,Belmullet,Knots,52.0
8416,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200410,2004M10,2,Birr,Knots,37.0
8417,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200410,2004M10,3,Valentia Observatory,Knots,49.0
8418,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200410,2004M10,4,Casement,Knots,42.0
8420,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200410,2004M10,6,Clones,Knots,32.0
8421,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200410,2004M10,7,Cork airport,Knots,55.0
8422,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200410,2004M10,8,Dublin airport,Knots,46.0
8424,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200410,2004M10,10,Kilkenny,Knots,38.0
8425,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200410,2004M10,11,Malin head,Knots,54.0
8426,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200410,2004M10,12,Mullingar,Knots,38.0
8428,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200410,2004M10,14,Rosslare,Knots,53.0
8429,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200410,2004M10,15,Shannon airport,Knots,47.0
8430,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200411,2004M11,1,Belmullet,Knots,39.0
8431,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200411,2004M11,2,Birr,Knots,27.0
8432,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200411,2004M11,3,Valentia Observatory,Knots,35.0
8433,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200411,2004M11,4,Casement,Knots,33.0
8435,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200411,2004M11,6,Clones,Knots,39.0
8436,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200411,2004M11,7,Cork airport,Knots,38.0
8437,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200411,2004M11,8,Dublin airport,Knots,37.0
8439,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200411,2004M11,10,Kilkenny,Knots,31.0
8440,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200411,2004M11,11,Malin head,Knots,51.0
8441,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200411,2004M11,12,Mullingar,Knots,31.0
8443,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200411,2004M11,14,Rosslare,Knots,40.0
8444,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200411,2004M11,15,Shannon airport,Knots,40.0
8445,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200412,2004M12,1,Belmullet,Knots,54.0
8446,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200412,2004M12,2,Birr,Knots,37.0
8447,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200412,2004M12,3,Valentia Observatory,Knots,50.0
8448,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200412,2004M12,4,Casement,Knots,45.0
8450,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200412,2004M12,6,Clones,Knots,53.0
8451,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200412,2004M12,7,Cork airport,Knots,54.0
8452,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200412,2004M12,8,Dublin airport,Knots,45.0
8454,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200412,2004M12,10,Kilkenny,Knots,44.0
8455,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200412,2004M12,11,Malin head,Knots,64.0
8456,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200412,2004M12,12,Mullingar,Knots,37.0
8458,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200412,2004M12,14,Rosslare,Knots,42.0
8459,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200412,2004M12,15,Shannon airport,Knots,48.0
8460,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200501,2005M01,1,Belmullet,Knots,80.0
8461,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200501,2005M01,2,Birr,Knots,59.0
8462,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200501,2005M01,3,Valentia Observatory,Knots,62.0
8463,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200501,2005M01,4,Casement,Knots,63.0
8465,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200501,2005M01,6,Clones,Knots,58.0
8466,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200501,2005M01,7,Cork airport,Knots,61.0
8467,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200501,2005M01,8,Dublin airport,Knots,73.0
8469,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200501,2005M01,10,Kilkenny,Knots,53.0
8470,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200501,2005M01,11,Malin head,Knots,74.0
8471,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200501,2005M01,12,Mullingar,Knots,57.0
8473,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200501,2005M01,14,Rosslare,Knots,62.0
8474,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200501,2005M01,15,Shannon airport,Knots,63.0
8475,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200502,2005M02,1,Belmullet,Knots,52.0
8476,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200502,2005M02,2,Birr,Knots,39.0
8477,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200502,2005M02,3,Valentia Observatory,Knots,45.0
8478,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200502,2005M02,4,Casement,Knots,45.0
8480,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200502,2005M02,6,Clones,Knots,49.0
8481,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200502,2005M02,7,Cork airport,Knots,56.0
8482,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200502,2005M02,8,Dublin airport,Knots,51.0
8484,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200502,2005M02,10,Kilkenny,Knots,46.0
8485,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200502,2005M02,11,Malin head,Knots,68.0
8486,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200502,2005M02,12,Mullingar,Knots,40.0
8488,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200502,2005M02,14,Rosslare,Knots,56.0
8489,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200502,2005M02,15,Shannon airport,Knots,43.0
8490,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200503,2005M03,1,Belmullet,Knots,51.0
8491,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200503,2005M03,2,Birr,Knots,33.0
8492,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200503,2005M03,3,Valentia Observatory,Knots,47.0
8493,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200503,2005M03,4,Casement,Knots,40.0
8495,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200503,2005M03,6,Clones,Knots,35.0
8496,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200503,2005M03,7,Cork airport,Knots,41.0
8497,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200503,2005M03,8,Dublin airport,Knots,38.0
8499,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200503,2005M03,10,Kilkenny,Knots,33.0
8500,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200503,2005M03,11,Malin head,Knots,47.0
8501,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200503,2005M03,12,Mullingar,Knots,29.0
8503,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200503,2005M03,14,Rosslare,Knots,50.0
8504,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200503,2005M03,15,Shannon airport,Knots,34.0
8505,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200504,2005M04,1,Belmullet,Knots,54.0
8506,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200504,2005M04,2,Birr,Knots,40.0
8507,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200504,2005M04,3,Valentia Observatory,Knots,52.0
8508,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200504,2005M04,4,Casement,Knots,46.0
8510,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200504,2005M04,6,Clones,Knots,42.0
8511,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200504,2005M04,7,Cork airport,Knots,43.0
8512,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200504,2005M04,8,Dublin airport,Knots,43.0
8514,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200504,2005M04,10,Kilkenny,Knots,39.0
8515,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200504,2005M04,11,Malin head,Knots,58.0
8516,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200504,2005M04,12,Mullingar,Knots,37.0
8518,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200504,2005M04,14,Rosslare,Knots,50.0
8519,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200504,2005M04,15,Shannon airport,Knots,45.0
8520,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200505,2005M05,1,Belmullet,Knots,43.0
8521,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200505,2005M05,2,Birr,Knots,34.0
8522,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200505,2005M05,3,Valentia Observatory,Knots,38.0
8523,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200505,2005M05,4,Casement,Knots,49.0
8525,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200505,2005M05,6,Clones,Knots,39.0
8526,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200505,2005M05,7,Cork airport,Knots,38.0
8527,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200505,2005M05,8,Dublin airport,Knots,46.0
8529,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200505,2005M05,10,Kilkenny,Knots,35.0
8530,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200505,2005M05,11,Malin head,Knots,53.0
8531,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200505,2005M05,12,Mullingar,Knots,34.0
8533,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200505,2005M05,14,Rosslare,Knots,42.0
8534,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200505,2005M05,15,Shannon airport,Knots,40.0
8535,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200506,2005M06,1,Belmullet,Knots,43.0
8536,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200506,2005M06,2,Birr,Knots,27.0
8537,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200506,2005M06,3,Valentia Observatory,Knots,31.0
8538,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200506,2005M06,4,Casement,Knots,36.0
8540,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200506,2005M06,6,Clones,Knots,31.0
8541,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200506,2005M06,7,Cork airport,Knots,31.0
8542,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200506,2005M06,8,Dublin airport,Knots,37.0
8544,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200506,2005M06,10,Kilkenny,Knots,27.0
8545,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200506,2005M06,11,Malin head,Knots,32.0
8546,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200506,2005M06,12,Mullingar,Knots,29.0
8548,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200506,2005M06,14,Rosslare,Knots,39.0
8549,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200506,2005M06,15,Shannon airport,Knots,31.0
8550,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200507,2005M07,1,Belmullet,Knots,61.0
8551,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200507,2005M07,2,Birr,Knots,31.0
8552,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200507,2005M07,3,Valentia Observatory,Knots,35.0
8553,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200507,2005M07,4,Casement,Knots,38.0
8555,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200507,2005M07,6,Clones,Knots,33.0
8556,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200507,2005M07,7,Cork airport,Knots,33.0
8557,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200507,2005M07,8,Dublin airport,Knots,38.0
8559,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200507,2005M07,10,Kilkenny,Knots,30.0
8560,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200507,2005M07,11,Malin head,Knots,52.0
8561,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200507,2005M07,12,Mullingar,Knots,30.0
8563,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200507,2005M07,14,Rosslare,Knots,44.0
8564,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200507,2005M07,15,Shannon airport,Knots,37.0
8565,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200508,2005M08,1,Belmullet,Knots,56.0
8566,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200508,2005M08,2,Birr,Knots,31.0
8567,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200508,2005M08,3,Valentia Observatory,Knots,45.0
8568,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200508,2005M08,4,Casement,Knots,46.0
8570,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200508,2005M08,6,Clones,Knots,38.0
8571,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200508,2005M08,7,Cork airport,Knots,41.0
8572,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200508,2005M08,8,Dublin airport,Knots,38.0
8574,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200508,2005M08,10,Kilkenny,Knots,35.0
8575,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200508,2005M08,11,Malin head,Knots,55.0
8576,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200508,2005M08,12,Mullingar,Knots,30.0
8578,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200508,2005M08,14,Rosslare,Knots,43.0
8579,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200508,2005M08,15,Shannon airport,Knots,36.0
8580,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200509,2005M09,1,Belmullet,Knots,51.0
8581,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200509,2005M09,2,Birr,Knots,34.0
8582,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200509,2005M09,3,Valentia Observatory,Knots,39.0
8583,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200509,2005M09,4,Casement,Knots,45.0
8585,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200509,2005M09,6,Clones,Knots,37.0
8586,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200509,2005M09,7,Cork airport,Knots,42.0
8587,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200509,2005M09,8,Dublin airport,Knots,41.0
8589,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200509,2005M09,10,Kilkenny,Knots,36.0
8590,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200509,2005M09,11,Malin head,Knots,50.0
8591,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200509,2005M09,12,Mullingar,Knots,33.0
8593,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200509,2005M09,14,Rosslare,Knots,46.0
8594,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200509,2005M09,15,Shannon airport,Knots,43.0
8595,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200510,2005M10,1,Belmullet,Knots,60.0
8596,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200510,2005M10,2,Birr,Knots,38.0
8597,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200510,2005M10,3,Valentia Observatory,Knots,52.0
8598,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200510,2005M10,4,Casement,Knots,44.0
8600,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200510,2005M10,6,Clones,Knots,37.0
8601,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200510,2005M10,7,Cork airport,Knots,46.0
8602,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200510,2005M10,8,Dublin airport,Knots,42.0
8604,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200510,2005M10,10,Kilkenny,Knots,43.0
8605,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200510,2005M10,11,Malin head,Knots,53.0
8606,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200510,2005M10,12,Mullingar,Knots,35.0
8608,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200510,2005M10,14,Rosslare,Knots,57.0
8609,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200510,2005M10,15,Shannon airport,Knots,44.0
8610,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200511,2005M11,1,Belmullet,Knots,80.0
8611,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200511,2005M11,2,Birr,Knots,40.0
8612,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200511,2005M11,3,Valentia Observatory,Knots,56.0
8613,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200511,2005M11,4,Casement,Knots,56.0
8615,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200511,2005M11,6,Clones,Knots,51.0
8616,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200511,2005M11,7,Cork airport,Knots,53.0
8617,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200511,2005M11,8,Dublin airport,Knots,47.0
8619,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200511,2005M11,10,Kilkenny,Knots,50.0
8620,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200511,2005M11,11,Malin head,Knots,69.0
8621,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200511,2005M11,12,Mullingar,Knots,46.0
8623,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200511,2005M11,14,Rosslare,Knots,56.0
8624,MTM04,"Wind, Maximum Gale Gust (>33.5 Knots)",200511,2005M11,15,Shannon airport,Knots,60.0
